"分组","结论","分组产品数","分组结构数","商品编码","型号","状态","系列","口径","公母端","穿板状态","带阀状态","结构形式","材质","密封圈","结构签名","主图路径","实际文件","图片存在","占位图","图片SHA256","图片字节","数据行"
"","","","","839015","Q2004-PNX-SACN","active","Q20","6.4 mm","公端","非穿板","不带阀","直通","POM","","q20|6.4mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnx-sacn-main.jpg","是","否","9fdd2b303fe6f7e830e601c46bfa997a807f320604301047d42295e3b2b1d508","27163","3763"
"","","","","839059","Q2004-PNX-SPPE","active","Q20","6.4 mm","公端","非穿板","不带阀","直通","PP","","q20|6.4mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnx-sppe-main.jpg","是","否","ef2fa77ccac3b673881bde384ba95285cd1bde7e0f0c490f7e474ac1499a2717","33569","3818"
"","","","","839033","Q2004-SMV-SACN","active","Q20","6.4 mm","母端","穿板","带阀","直通","POM","","q20|6.4mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-smv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-smv-sacn-main.jpg","是","否","b6e865b08fcdfa56ebbb273d887af394b55f541185cf2fe26030f083ee17ebc0","42944","3873"
"","","","","839077","Q2004-SMV-SPPE","active","Q20","6.4 mm","母端","穿板","带阀","直通","PP","","q20|6.4mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-smv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-smv-sppe-main.jpg","是","否","d9bcca557e75a8c87a785d2f8d891508f8f1a91da474c1179b4ceb1c3df119da","50779","3928"
"","","","","839011","Q2004-SMX-SACN","active","Q20","6.4 mm","母端","穿板","不带阀","直通","POM","","q20|6.4mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-smx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-smx-sacn-main.jpg","是","否","d3d3abb4446fcbc87ee511d26aceb39468ea778ff8ab1a3ecfd178f58007e0b8","41232","3983"
"","","","","839055","Q2004-SMX-SPPE","active","Q20","6.4 mm","母端","穿板","不带阀","直通","PP","","q20|6.4mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-smx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-smx-sppe-main.jpg","是","否","603ba896980996960ae064a8459eb18010ba0ee44aac85aba323727cc37bdfad","49338","4038"
"","","","","839028","Q2004-SNV-LACN","active","Q20","6.4 mm","母端","非穿板","带阀","L型","POM","","q20|6.4mm|母端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-snv-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snv-lacn-main.jpg","是","否","1b1b2f429e719cf00bc994769bceff0de8308063d8da6ceac6b93c56d3a78e39","36602","4093"
"","","","","839072","Q2004-SNV-LPPE","active","Q20","6.4 mm","母端","非穿板","带阀","L型","PP","","q20|6.4mm|母端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-snv-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snv-lppe-main.jpg","是","否","420a1d1410aa1e9fe79600c3c245cad66c80d6c61914ed052c9a5409d4dfc6b5","45955","4148"
"","","","","839026","Q2004-SNV-SACN","active","Q20","6.4 mm","母端","非穿板","带阀","直通","POM","","q20|6.4mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-snv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snv-sacn-main.jpg","是","否","70af01bfb5634cccf6b316bce377165dc9416ffe5d87f19bd07185d61d9f5b60","38729","4203"
"","","","","839070","Q2004-SNV-SPPE","active","Q20","6.4 mm","母端","非穿板","带阀","直通","PP","","q20|6.4mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-snv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snv-sppe-main.jpg","是","否","d1c08994e22b1d584fc33c5714a80ca0f245cebba4b93609dcd0711c2b517dbb","45782","4258"
"","","","","839006","Q2004-SNX-LACN","active","Q20","6.4 mm","母端","非穿板","不带阀","L型","POM","","q20|6.4mm|母端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-snx-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snx-lacn-main.jpg","是","否","b06f5c88105613a747deab0ea5f526fafb0393e27a28645ea8278eaef2072246","35618","4313"
"","","","","839050","Q2004-SNX-LPPE","active","Q20","6.4 mm","母端","非穿板","不带阀","L型","PP","","q20|6.4mm|母端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-snx-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snx-lppe-main.jpg","是","否","d53cb3d6b41d43fce00c22134a08ac1dff0154a4b3e3f1b5694eab17cae6b68d","45052","4368"
"","","","","839004","Q2004-SNX-SACN","active","Q20","6.4 mm","母端","非穿板","不带阀","直通","POM","","q20|6.4mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-snx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snx-sacn-main.jpg","是","否","0b35af90aa96076d136df2fbf052b6677fea86b142906524e781dba5986d085b","37266","4423"
"","","","","839048","Q2004-SNX-SPPE","active","Q20","6.4 mm","母端","非穿板","不带阀","直通","PP","","q20|6.4mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-snx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-snx-sppe-main.jpg","是","否","5c83dfb88f9da5a443ae5147d2abbb18bb3f605642f70052423e78d64f10b18d","44599","4478"
"","","","","839040","Q2018N-PNV-SACN","active","Q20","1/8""-27 NPT","公端","非穿板","带阀","直通","POM","","q20|1/8""-27npt|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-pnv-sacn-main.jpg","是","否","45dae4bea850dc649cbd1c0bef3d8084865c6a1fb29b0d54b83428529a20b710","28821","4533"
"","","","","839084","Q2018N-PNV-SPPE","active","Q20","1/8""-27 NPT","公端","非穿板","带阀","直通","PP","","q20|1/8""-27npt|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-pnv-sppe-main.jpg","是","否","7dc78a0eb5f2838fb847d4243c1766b371ae625689dfdb6ec131f69c467033b0","37287","4588"
"","","","","839018","Q2018N-PNX-SACN","active","Q20","1/8""-27 NPT","公端","非穿板","不带阀","直通","POM","","q20|1/8""-27npt|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-pnx-sacn-main.jpg","是","否","f0be3ea5d5e3b4232fe3682f7ec54c04a818da76ee913d684adc41e256300ae0","34847","4643"
"","","","","839062","Q2018N-PNX-SPPE","active","Q20","1/8""-27 NPT","公端","非穿板","不带阀","直通","PP","","q20|1/8""-27npt|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-pnx-sppe-main.jpg","是","否","a3af08c3e4058a9425c53d895ca5a352c6275378982264149b2dad7b1898ff1e","43955","4698"
"","","","","839029","Q2018N-SNV-SACN","active","Q20","1/8""-27 NPT","母端","非穿板","带阀","直通","POM","","q20|1/8""-27npt|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-snv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-snv-sacn-main.jpg","是","否","cbf16eba065541270a2ede9bacebbe2d489d70489ef31d24b11953a7309e2cdb","44847","4753"
"","","","","839073","Q2018N-SNV-SPPE","active","Q20","1/8""-27 NPT","母端","非穿板","带阀","直通","PP","","q20|1/8""-27npt|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-snv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-snv-sppe-main.jpg","是","否","7e2e8ded701a960d6d00f5b321581225bd82c7a42216513e2ef7778402d05f78","55011","4808"
"","","","","839007","Q2018N-SNX-SACN","active","Q20","1/8""-27 NPT","母端","非穿板","不带阀","直通","POM","","q20|1/8""-27npt|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-snx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-snx-sacn-main.jpg","是","否","14169ea8d6a855304fac3c21dc658f98a4b4b61aa1480e0103c3f336ead2c175","42930","4863"
"","","","","839051","Q2018N-SNX-SPPE","active","Q20","1/8""-27 NPT","母端","非穿板","不带阀","直通","PP","","q20|1/8""-27npt|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2018n-snx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2018n-snx-sppe-main.jpg","是","否","b5d488e723834744e0d8e3c9ee6f7e5f5aaaf242acf8aaf673018d022026819c","53480","4918"
"","","","","849032","Q4004-PMV-SACN","active","Q40","6.4 mm","公端","穿板","带阀","直通","POM","","q40|6.4mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pmv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pmv-sacn-main.jpg","是","否","482f4a08fe7b5a9a8b9ae924f9990c581a8a506781eda918784f6f7be0019e81","38373","5413"
"","","","","849066","Q4004-PMV-SPPE","active","Q40","6.4 mm","公端","穿板","带阀","直通","PP","","q40|6.4mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pmv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pmv-sppe-main.jpg","是","否","6781150cd8bbf1c432e5c07d046ce1a70ffdd3a30ed77fe8450f8f2c7ebf3716","45576","5468"
"","","","","849015","Q4004-PMX-SACN","active","Q40","6.4 mm","公端","穿板","不带阀","直通","POM","","q40|6.4mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pmx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pmx-sacn-main.jpg","是","否","c857a7400dd614ebe13c8b1db016bb69703e9423075c49479c3a588dd13f9a59","38180","5523"
"","","","","849049","Q4004-PMX-SPPE","active","Q40","6.4 mm","公端","穿板","不带阀","直通","PP","","q40|6.4mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pmx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pmx-sppe-main.jpg","是","否","d931db9f7dfa54f71568385efde985da083a19875838604724ff51c0b49fa7d7","45156","5578"
"","","","","849030","Q4004-PNV-LACN","active","Q40","6.4 mm","公端","非穿板","带阀","L型","POM","","q40|6.4mm|公端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q4004-pnv-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pnv-lacn-main.jpg","是","否","516617c6b5a824b0ea2455f42d2a1728eaa255b77b7b5f6da38d1f8dffde1581","35450","5633"
"","","","","849064","Q4004-PNV-LPPE","active","Q40","6.4 mm","公端","非穿板","带阀","L型","PP","","q40|6.4mm|公端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q4004-pnv-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pnv-lppe-main.jpg","是","否","5b07750abff7e22c5574210b05e2650bd59345ddb40b8f081c48d4a05c639220","44533","5688"
"","","","","849027","Q4004-PNV-SACN","active","Q40","6.4 mm","公端","非穿板","带阀","直通","POM","","q40|6.4mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pnv-sacn-main.jpg","是","否","ef30472295b5fcef0b32dcfb2f7f0a234b395f267c0a700d292d55262b43f3b1","30206","5743"
"","","","","849061","Q4004-PNV-SPPE","active","Q40","6.4 mm","公端","非穿板","带阀","直通","PP","","q40|6.4mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pnv-sppe-main.jpg","是","否","7f0417afe8bc941802babd6ea31d57acde59fc9a486765e93df2b577276a200b","36404","5798"
"","","","","849010","Q4004-PNX-SACN","active","Q40","6.4 mm","公端","非穿板","不带阀","直通","POM","","q40|6.4mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pnx-sacn-main.jpg","是","否","f64e7d4485840b7d6332f0be3cdadda249fb5381a0292bcf476e97de9b9f0bf0","29320","5853"
"","","","","849044","Q4004-PNX-SPPE","active","Q40","6.4 mm","公端","非穿板","不带阀","直通","PP","","q40|6.4mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-pnx-sppe-main.jpg","是","否","00f4595b637240f4079087aa55231643ba29ef01e8fac20c0c4f32a2e7c56059","36123","5908"
"","","","","849024","Q4004-SMV-SACN","active","Q40","6.4 mm","母端","穿板","带阀","直通","POM","","q40|6.4mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-smv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-smv-sacn-main.jpg","是","否","9e5fbf69fbeb926223d3cf971fecceb5b412fb1b2cf64f1c03758659892ebbbb","46797","5963"
"","","","","849058","Q4004-SMV-SPPE","active","Q40","6.4 mm","母端","穿板","带阀","直通","PP","","q40|6.4mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-smv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-smv-sppe-main.jpg","是","否","3b2229cde7f7900c70658761829dd476841e017f23c8973a6255d3a7da29f169","56174","6018"
"","","","","849007","Q4004-SMX-SACN","active","Q40","6.4 mm","母端","穿板","不带阀","直通","POM","","q40|6.4mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-smx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-smx-sacn-main.jpg","是","否","6340f7fbdefe00d3ae293c67ad6f3276b7318caa82124b22862fe25c65a0f74a","45149","6073"
"","","","","849041","Q4004-SMX-SPPE","active","Q40","6.4 mm","母端","穿板","不带阀","直通","PP","","q40|6.4mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-smx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-smx-sppe-main.jpg","是","否","ac850fab820ebbc1429c6b14f10bc7630c39289bba2a43d00b91625659586f01","54708","6128"
"","","","","849001","Q4004-SNX-SACN","active","Q40","6.4 mm","母端","非穿板","不带阀","直通","POM","","q40|6.4mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-snx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-snx-sacn-main.jpg","是","否","2f07cfe0a4fe866923739fa1673c9296f8a7a1e23d01b09201d87e2137a55729","39783","6293"
"","","","","849035","Q4004-SNX-SPPE","active","Q40","6.4 mm","母端","非穿板","不带阀","直通","PP","","q40|6.4mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4004-snx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4004-snx-sppe-main.jpg","是","否","99abf81495b016d1507737eb7e688ca664fd195a41262205992d751c35e64d3d","47765","6348"
"","","","","849033","Q4005-PMV-SACN","active","Q40","7.9 mm","公端","穿板","带阀","直通","POM","","q40|7.9mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pmv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pmv-sacn-main.jpg","是","否","c7b5a6e33290d99068a6ca05517b51aea4fcfeecbf47c3315f57209cefe97fa3","38216","6403"
"","","","","849067","Q4005-PMV-SPPE","active","Q40","7.9 mm","公端","穿板","带阀","直通","PP","","q40|7.9mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pmv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pmv-sppe-main.jpg","是","否","9e1254dfc8d35c7da97395f492729aecd0480bfd177b4108d223e1f531936993","45593","6458"
"","","","","849016","Q4005-PMX-SACN","active","Q40","7.9 mm","公端","穿板","不带阀","直通","POM","","q40|7.9mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pmx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pmx-sacn-main.jpg","是","否","641c703a078844d4b2a200b605402da88284ca31216f077d39bcb83cc24dc670","37764","6513"
"","","","","849050","Q4005-PMX-SPPE","active","Q40","7.9 mm","公端","穿板","不带阀","直通","PP","","q40|7.9mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pmx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pmx-sppe-main.jpg","是","否","a10828891ffbd10c39ad08ef53ec58185f77a3a92a0963a0ba2f57bd10a85b7e","44859","6568"
"","","","","849028","Q4005-PNV-SACN","active","Q40","7.9 mm","公端","非穿板","带阀","直通","POM","","q40|7.9mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pnv-sacn-main.jpg","是","否","121383c961a3c7af191ed26f03e1bae6882f35b9c983bd91f7515f6a27b15034","29780","6623"
"","","","","849062","Q4005-PNV-SPPE","active","Q40","7.9 mm","公端","非穿板","带阀","直通","PP","","q40|7.9mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pnv-sppe-main.jpg","是","否","0fa6b76ef395413ff35d85810f4a84c46d49237e48ecc99692715679ab7a9db8","35965","6678"
"","","","","849011","Q4005-PNX-SACN","active","Q40","7.9 mm","公端","非穿板","不带阀","直通","POM","","q40|7.9mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pnx-sacn-main.jpg","是","否","964f52c188b2b6eef6a9742d8f0778dc59ac852b05d2fabad440299822d06c6b","29783","6733"
"","","","","849045","Q4005-PNX-SPPE","active","Q40","7.9 mm","公端","非穿板","不带阀","直通","PP","","q40|7.9mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-pnx-sppe-main.jpg","是","否","7c68334370a0f6c8586d1eab006eec15d7768569ef60124dfd418ac98be9893a","36375","6788"
"","","","","849025","Q4005-SMV-SACN","active","Q40","7.9 mm","母端","穿板","带阀","直通","POM","","q40|7.9mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-smv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-smv-sacn-main.jpg","是","否","1f012908e1738e4d3fa2a147ad709c26c3fe0a4e30e743ac1e0af4200f27b8f3","46767","6843"
"","","","","849059","Q4005-SMV-SPPE","active","Q40","7.9 mm","母端","穿板","带阀","直通","PP","","q40|7.9mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-smv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-smv-sppe-main.jpg","是","否","646c747e1d6162b974902ad953f8b1eb50f1a9e0b403e47573db9c8b3c44be86","55982","6898"
"","","","","849008","Q4005-SMX-SACN","active","Q40","7.9 mm","母端","穿板","不带阀","直通","POM","","q40|7.9mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-smx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-smx-sacn-main.jpg","是","否","03cd80b560aa9e5dca91b202cc95e618ced388ba865629da8d4eee03655d3c37","45037","6953"
"","","","","849042","Q4005-SMX-SPPE","active","Q40","7.9 mm","母端","穿板","不带阀","直通","PP","","q40|7.9mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-smx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-smx-sppe-main.jpg","是","否","0db17131e80dc30d7c7dc212965f95f7e36059f6a4208ffc9ff786bd5fd0ef46","54381","7008"
"","","","","849019","Q4005-SNV-SACN","active","Q40","7.9 mm","母端","非穿板","带阀","直通","POM","","q40|7.9mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-snv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-snv-sacn-main.jpg","是","否","2bcb6343daf139eed4ded44d7446be4ee3a7576a5299d6bbc2174cfd6ddc5174","40906","7063"
"","","","","849053","Q4005-SNV-SPPE","active","Q40","7.9 mm","母端","非穿板","带阀","直通","PP","","q40|7.9mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-snv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-snv-sppe-main.jpg","是","否","1da88aa558f15a5e74657a50ec895a1d2c1ab4e7964e0fe1157b5192a90d01b1","48822","7118"
"","","","","849002","Q4005-SNX-SACN","active","Q40","7.9 mm","母端","非穿板","不带阀","直通","POM","","q40|7.9mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-snx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-snx-sacn-main.jpg","是","否","2cccb29370ffc5e08c14b4a450f417f563db754b433d22757c7ead6d1edd4b6f","39836","7173"
"","","","","849036","Q4005-SNX-SPPE","active","Q40","7.9 mm","母端","非穿板","不带阀","直通","PP","","q40|7.9mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4005-snx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4005-snx-sppe-main.jpg","是","否","e685b5bf72caa9fd86b3c56e327c14002e341c630967ac7807b9e9c4dadb976b","47877","7228"
"","","","","849034","Q4006-PMV-SACN","active","Q40","9.5 mm","公端","穿板","带阀","直通","POM","","q40|9.5mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pmv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pmv-sacn-main.jpg","是","否","271957584543803c291c18685585d927edb2465ca36300e642b208e0786b2577","38066","7283"
"","","","","849068","Q4006-PMV-SPPE","active","Q40","9.5 mm","公端","穿板","带阀","直通","PP","","q40|9.5mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pmv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pmv-sppe-main.jpg","是","否","163d692ff9d5e5888b0a10bd4fe6c352dee9301f61fe842194d48c7ad9e6da48","45485","7338"
"","","","","849017","Q4006-PMX-SACN","active","Q40","9.5 mm","公端","穿板","不带阀","直通","POM","","q40|9.5mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pmx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pmx-sacn-main.jpg","是","否","5bb3a40b986921fcb7ce95d3f2b055858ad1c656d73f3acb4ca852da260b7465","38703","7393"
"","","","","849051","Q4006-PMX-SPPE","active","Q40","9.5 mm","公端","穿板","不带阀","直通","PP","","q40|9.5mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pmx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pmx-sppe-main.jpg","是","否","3f90db8e5379fb48a6709be0efee505c04ccf27183d0853b72883cfcd30b59dd","46439","7448"
"","","","","849029","Q4006-PNV-SACN","active","Q40","9.5 mm","公端","非穿板","带阀","直通","POM","","q40|9.5mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pnv-sacn-main.jpg","是","否","99f2a7e7fa45d65b975e4349fde0aa61d8f35335d0b2689e9d56b252b6564de2","30275","7503"
"","","","","849063","Q4006-PNV-SPPE","active","Q40","9.5 mm","公端","非穿板","带阀","直通","PP","","q40|9.5mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pnv-sppe-main.jpg","是","否","94dc0ff89efc05f763eb0f338864804e4c8292ff19a4cb602e48470569c3ac77","36705","7558"
"","","","","849013","Q4006-PNX-LACN","active","Q40","9.5 mm","公端","非穿板","不带阀","L型","POM","","q40|9.5mm|公端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q4006-pnx-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pnx-lacn-main.jpg","是","否","76d40f5e565ba64fbe6b4f4f34557e77b0f9f5037b4341466a93a3d9b0f0aaad","32464","7613"
"","","","","849047","Q4006-PNX-LPPE","active","Q40","9.5 mm","公端","非穿板","不带阀","L型","PP","","q40|9.5mm|公端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q4006-pnx-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pnx-lppe-main.jpg","是","否","b3932c8dae75344e3eb63fb2458074f0e4c36557c717691108ca06d2be541f4a","41235","7668"
"","","","","849012","Q4006-PNX-SACN","active","Q40","9.5 mm","公端","非穿板","不带阀","直通","POM","","q40|9.5mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pnx-sacn-main.jpg","是","否","1002f72b5122aa67fa91086d13afe0d305707eef967acaca9959b3986befc767","29215","7723"
"","","","","849046","Q4006-PNX-SPPE","active","Q40","9.5 mm","公端","非穿板","不带阀","直通","PP","","q40|9.5mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-pnx-sppe-main.jpg","是","否","ead24070723fdb52af6a5625b9e2cff12c3cab4a155999570535cecc507ce462","34700","7778"
"","","","","849026","Q4006-SMV-SACN","active","Q40","9.5 mm","母端","穿板","带阀","直通","POM","","q40|9.5mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-smv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-smv-sacn-main.jpg","是","否","b7ab056cb7cef5dd177d809607c8f50002fc27890c010f18b623f95efe575d0d","47938","7833"
"","","","","849060","Q4006-SMV-SPPE","active","Q40","9.5 mm","母端","穿板","带阀","直通","PP","","q40|9.5mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q4006-smv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q4006-smv-sppe-main.jpg","是","否","96cfdaaf53aa67d18e98ef11c0c1b56508fa8d2c2647c61e70fd696ec21e066c","57442","7888"
