产品系列,产品Slug,产品型号,中文详情标题,中文状态,英文详情标题,英文状态,西班牙语详情标题,西班牙语状态,法语详情标题,法语状态,韩语详情标题,韩语状态,俄语详情标题,俄语状态,是否异常,异常说明,数据源文件
阀,q2001-snx-sacn,Q2001-SNX-SACN,Q2001-SNX-SACN,只显示型号,Q2001-SNX-SACN,只显示型号,Q2001-SNX-SACN,只显示型号,Q2001-SNX-SACN,只显示型号,Q2001-SNX-SACN,只显示型号,Q2001-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2001-snx-sppe,Q2001-SNX-SPPE,Q2001-SNX-SPPE,只显示型号,Q2001-SNX-SPPE,只显示型号,Q2001-SNX-SPPE,只显示型号,Q2001-SNX-SPPE,只显示型号,Q2001-SNX-SPPE,只显示型号,Q2001-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pmv-sacn,Q2002-PMV-SACN,Q2002-PMV-SACN,只显示型号,Q2002-PMV-SACN,只显示型号,Q2002-PMV-SACN,只显示型号,Q2002-PMV-SACN,只显示型号,Q2002-PMV-SACN,只显示型号,Q2002-PMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pmv-sppe,Q2002-PMV-SPPE,Q2002-PMV-SPPE,只显示型号,Q2002-PMV-SPPE,只显示型号,Q2002-PMV-SPPE,只显示型号,Q2002-PMV-SPPE,只显示型号,Q2002-PMV-SPPE,只显示型号,Q2002-PMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pmx-sacn,Q2002-PMX-SACN,Q2002-PMX-SACN,只显示型号,Q2002-PMX-SACN,只显示型号,Q2002-PMX-SACN,只显示型号,Q2002-PMX-SACN,只显示型号,Q2002-PMX-SACN,只显示型号,Q2002-PMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pmx-sppe,Q2002-PMX-SPPE,Q2002-PMX-SPPE,只显示型号,Q2002-PMX-SPPE,只显示型号,Q2002-PMX-SPPE,只显示型号,Q2002-PMX-SPPE,只显示型号,Q2002-PMX-SPPE,只显示型号,Q2002-PMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnv-lacn,Q2002-PNV-LACN,Q2002-PNV-LACN,只显示型号,Q2002-PNV-LACN,只显示型号,Q2002-PNV-LACN,只显示型号,Q2002-PNV-LACN,只显示型号,Q2002-PNV-LACN,只显示型号,Q2002-PNV-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnv-lppe,Q2002-PNV-LPPE,Q2002-PNV-LPPE,只显示型号,Q2002-PNV-LPPE,只显示型号,Q2002-PNV-LPPE,只显示型号,Q2002-PNV-LPPE,只显示型号,Q2002-PNV-LPPE,只显示型号,Q2002-PNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnv-sacf,Q2002-PNV-SACF,Q2002-PNV-SACF,只显示型号,Q2002-PNV-SACF,只显示型号,Q2002-PNV-SACF,只显示型号,Q2002-PNV-SACF,只显示型号,Q2002-PNV-SACF,只显示型号,Q2002-PNV-SACF,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnv-sacn,Q2002-PNV-SACN,Q2002-PNV-SACN,只显示型号,Q2002-PNV-SACN,只显示型号,Q2002-PNV-SACN,只显示型号,Q2002-PNV-SACN,只显示型号,Q2002-PNV-SACN,只显示型号,Q2002-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnv-sppe,Q2002-PNV-SPPE,Q2002-PNV-SPPE,只显示型号,Q2002-PNV-SPPE,只显示型号,Q2002-PNV-SPPE,只显示型号,Q2002-PNV-SPPE,只显示型号,Q2002-PNV-SPPE,只显示型号,Q2002-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnx-lacn,Q2002-PNX-LACN,Q2002-PNX-LACN,只显示型号,Q2002-PNX-LACN,只显示型号,Q2002-PNX-LACN,只显示型号,Q2002-PNX-LACN,只显示型号,Q2002-PNX-LACN,只显示型号,Q2002-PNX-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnx-lppe,Q2002-PNX-LPPE,Q2002-PNX-LPPE,只显示型号,Q2002-PNX-LPPE,只显示型号,Q2002-PNX-LPPE,只显示型号,Q2002-PNX-LPPE,只显示型号,Q2002-PNX-LPPE,只显示型号,Q2002-PNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnx-sacn,Q2002-PNX-SACN,Q2002-PNX-SACN,只显示型号,Q2002-PNX-SACN,只显示型号,Q2002-PNX-SACN,只显示型号,Q2002-PNX-SACN,只显示型号,Q2002-PNX-SACN,只显示型号,Q2002-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-pnx-sppe,Q2002-PNX-SPPE,Q2002-PNX-SPPE,只显示型号,Q2002-PNX-SPPE,只显示型号,Q2002-PNX-SPPE,只显示型号,Q2002-PNX-SPPE,只显示型号,Q2002-PNX-SPPE,只显示型号,Q2002-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-smv-sacn,Q2002-SMV-SACN,Q2002-SMV-SACN,只显示型号,Q2002-SMV-SACN,只显示型号,Q2002-SMV-SACN,只显示型号,Q2002-SMV-SACN,只显示型号,Q2002-SMV-SACN,只显示型号,Q2002-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-smv-sppe,Q2002-SMV-SPPE,Q2002-SMV-SPPE,只显示型号,Q2002-SMV-SPPE,只显示型号,Q2002-SMV-SPPE,只显示型号,Q2002-SMV-SPPE,只显示型号,Q2002-SMV-SPPE,只显示型号,Q2002-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-smx-sacn,Q2002-SMX-SACN,Q2002-SMX-SACN,只显示型号,Q2002-SMX-SACN,只显示型号,Q2002-SMX-SACN,只显示型号,Q2002-SMX-SACN,只显示型号,Q2002-SMX-SACN,只显示型号,Q2002-SMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-smx-sppe,Q2002-SMX-SPPE,Q2002-SMX-SPPE,只显示型号,Q2002-SMX-SPPE,只显示型号,Q2002-SMX-SPPE,只显示型号,Q2002-SMX-SPPE,只显示型号,Q2002-SMX-SPPE,只显示型号,Q2002-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snv-lacn,Q2002-SNV-LACN,Q2002-SNV-LACN,只显示型号,Q2002-SNV-LACN,只显示型号,Q2002-SNV-LACN,只显示型号,Q2002-SNV-LACN,只显示型号,Q2002-SNV-LACN,只显示型号,Q2002-SNV-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snv-lppe,Q2002-SNV-LPPE,Q2002-SNV-LPPE,只显示型号,Q2002-SNV-LPPE,只显示型号,Q2002-SNV-LPPE,只显示型号,Q2002-SNV-LPPE,只显示型号,Q2002-SNV-LPPE,只显示型号,Q2002-SNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snv-sacf,Q2002-SNV-SACF,Q2002-SNV-SACF,只显示型号,Q2002-SNV-SACF,只显示型号,Q2002-SNV-SACF,只显示型号,Q2002-SNV-SACF,只显示型号,Q2002-SNV-SACF,只显示型号,Q2002-SNV-SACF,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snv-sacn,Q2002-SNV-SACN,Q2002-SNV-SACN,只显示型号,Q2002-SNV-SACN,只显示型号,Q2002-SNV-SACN,只显示型号,Q2002-SNV-SACN,只显示型号,Q2002-SNV-SACN,只显示型号,Q2002-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snv-sppe,Q2002-SNV-SPPE,Q2002-SNV-SPPE,只显示型号,Q2002-SNV-SPPE,只显示型号,Q2002-SNV-SPPE,只显示型号,Q2002-SNV-SPPE,只显示型号,Q2002-SNV-SPPE,只显示型号,Q2002-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snx-lacn,Q2002-SNX-LACN,Q2002-SNX-LACN,只显示型号,Q2002-SNX-LACN,只显示型号,Q2002-SNX-LACN,只显示型号,Q2002-SNX-LACN,只显示型号,Q2002-SNX-LACN,只显示型号,Q2002-SNX-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snx-lppe,Q2002-SNX-LPPE,Q2002-SNX-LPPE,只显示型号,Q2002-SNX-LPPE,只显示型号,Q2002-SNX-LPPE,只显示型号,Q2002-SNX-LPPE,只显示型号,Q2002-SNX-LPPE,只显示型号,Q2002-SNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snx-sacn,Q2002-SNX-SACN,Q2002-SNX-SACN,只显示型号,Q2002-SNX-SACN,只显示型号,Q2002-SNX-SACN,只显示型号,Q2002-SNX-SACN,只显示型号,Q2002-SNX-SACN,只显示型号,Q2002-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2002-snx-sppe,Q2002-SNX-SPPE,Q2002-SNX-SPPE,只显示型号,Q2002-SNX-SPPE,只显示型号,Q2002-SNX-SPPE,只显示型号,Q2002-SNX-SPPE,只显示型号,Q2002-SNX-SPPE,只显示型号,Q2002-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pmv-sacn,Q2003-PMV-SACN,Q2003-PMV-SACN,只显示型号,Q2003-PMV-SACN,只显示型号,Q2003-PMV-SACN,只显示型号,Q2003-PMV-SACN,只显示型号,Q2003-PMV-SACN,只显示型号,Q2003-PMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pmv-sppe,Q2003-PMV-SPPE,Q2003-PMV-SPPE,只显示型号,Q2003-PMV-SPPE,只显示型号,Q2003-PMV-SPPE,只显示型号,Q2003-PMV-SPPE,只显示型号,Q2003-PMV-SPPE,只显示型号,Q2003-PMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pmx-sacn,Q2003-PMX-SACN,Q2003-PMX-SACN,只显示型号,Q2003-PMX-SACN,只显示型号,Q2003-PMX-SACN,只显示型号,Q2003-PMX-SACN,只显示型号,Q2003-PMX-SACN,只显示型号,Q2003-PMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pmx-sppe,Q2003-PMX-SPPE,Q2003-PMX-SPPE,只显示型号,Q2003-PMX-SPPE,只显示型号,Q2003-PMX-SPPE,只显示型号,Q2003-PMX-SPPE,只显示型号,Q2003-PMX-SPPE,只显示型号,Q2003-PMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pnv-sacn,Q2003-PNV-SACN,Q2003-PNV-SACN,只显示型号,Q2003-PNV-SACN,只显示型号,Q2003-PNV-SACN,只显示型号,Q2003-PNV-SACN,只显示型号,Q2003-PNV-SACN,只显示型号,Q2003-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pnv-sppe,Q2003-PNV-SPPE,Q2003-PNV-SPPE,只显示型号,Q2003-PNV-SPPE,只显示型号,Q2003-PNV-SPPE,只显示型号,Q2003-PNV-SPPE,只显示型号,Q2003-PNV-SPPE,只显示型号,Q2003-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pnx-sacn,Q2003-PNX-SACN,Q2003-PNX-SACN,只显示型号,Q2003-PNX-SACN,只显示型号,Q2003-PNX-SACN,只显示型号,Q2003-PNX-SACN,只显示型号,Q2003-PNX-SACN,只显示型号,Q2003-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-pnx-sppe,Q2003-PNX-SPPE,Q2003-PNX-SPPE,只显示型号,Q2003-PNX-SPPE,只显示型号,Q2003-PNX-SPPE,只显示型号,Q2003-PNX-SPPE,只显示型号,Q2003-PNX-SPPE,只显示型号,Q2003-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-smv-sacn,Q2003-SMV-SACN,Q2003-SMV-SACN,只显示型号,Q2003-SMV-SACN,只显示型号,Q2003-SMV-SACN,只显示型号,Q2003-SMV-SACN,只显示型号,Q2003-SMV-SACN,只显示型号,Q2003-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-smv-sppe,Q2003-SMV-SPPE,Q2003-SMV-SPPE,只显示型号,Q2003-SMV-SPPE,只显示型号,Q2003-SMV-SPPE,只显示型号,Q2003-SMV-SPPE,只显示型号,Q2003-SMV-SPPE,只显示型号,Q2003-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-smx-sacn,Q2003-SMX-SACN,Q2003-SMX-SACN,只显示型号,Q2003-SMX-SACN,只显示型号,Q2003-SMX-SACN,只显示型号,Q2003-SMX-SACN,只显示型号,Q2003-SMX-SACN,只显示型号,Q2003-SMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-smx-sppe,Q2003-SMX-SPPE,Q2003-SMX-SPPE,只显示型号,Q2003-SMX-SPPE,只显示型号,Q2003-SMX-SPPE,只显示型号,Q2003-SMX-SPPE,只显示型号,Q2003-SMX-SPPE,只显示型号,Q2003-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-snv-sacn,Q2003-SNV-SACN,Q2003-SNV-SACN,只显示型号,Q2003-SNV-SACN,只显示型号,Q2003-SNV-SACN,只显示型号,Q2003-SNV-SACN,只显示型号,Q2003-SNV-SACN,只显示型号,Q2003-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-snv-sppe,Q2003-SNV-SPPE,Q2003-SNV-SPPE,只显示型号,Q2003-SNV-SPPE,只显示型号,Q2003-SNV-SPPE,只显示型号,Q2003-SNV-SPPE,只显示型号,Q2003-SNV-SPPE,只显示型号,Q2003-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-snx-sacn,Q2003-SNX-SACN,Q2003-SNX-SACN,只显示型号,Q2003-SNX-SACN,只显示型号,Q2003-SNX-SACN,只显示型号,Q2003-SNX-SACN,只显示型号,Q2003-SNX-SACN,只显示型号,Q2003-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2003-snx-sppe,Q2003-SNX-SPPE,Q2003-SNX-SPPE,只显示型号,Q2003-SNX-SPPE,只显示型号,Q2003-SNX-SPPE,只显示型号,Q2003-SNX-SPPE,只显示型号,Q2003-SNX-SPPE,只显示型号,Q2003-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pmv-sacn,Q2004-PMV-SACN,Q2004-PMV-SACN,只显示型号,Q2004-PMV-SACN,只显示型号,Q2004-PMV-SACN,只显示型号,Q2004-PMV-SACN,只显示型号,Q2004-PMV-SACN,只显示型号,Q2004-PMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pmv-sppe,Q2004-PMV-SPPE,Q2004-PMV-SPPE,只显示型号,Q2004-PMV-SPPE,只显示型号,Q2004-PMV-SPPE,只显示型号,Q2004-PMV-SPPE,只显示型号,Q2004-PMV-SPPE,只显示型号,Q2004-PMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pmx-sacn,Q2004-PMX-SACN,Q2004-PMX-SACN,只显示型号,Q2004-PMX-SACN,只显示型号,Q2004-PMX-SACN,只显示型号,Q2004-PMX-SACN,只显示型号,Q2004-PMX-SACN,只显示型号,Q2004-PMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pmx-sppe,Q2004-PMX-SPPE,Q2004-PMX-SPPE,只显示型号,Q2004-PMX-SPPE,只显示型号,Q2004-PMX-SPPE,只显示型号,Q2004-PMX-SPPE,只显示型号,Q2004-PMX-SPPE,只显示型号,Q2004-PMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnv-lacn,Q2004-PNV-LACN,Q2004-PNV-LACN,只显示型号,Q2004-PNV-LACN,只显示型号,Q2004-PNV-LACN,只显示型号,Q2004-PNV-LACN,只显示型号,Q2004-PNV-LACN,只显示型号,Q2004-PNV-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnv-lppe,Q2004-PNV-LPPE,Q2004-PNV-LPPE,只显示型号,Q2004-PNV-LPPE,只显示型号,Q2004-PNV-LPPE,只显示型号,Q2004-PNV-LPPE,只显示型号,Q2004-PNV-LPPE,只显示型号,Q2004-PNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnv-sacn,Q2004-PNV-SACN,Q2004-PNV-SACN,只显示型号,Q2004-PNV-SACN,只显示型号,Q2004-PNV-SACN,只显示型号,Q2004-PNV-SACN,只显示型号,Q2004-PNV-SACN,只显示型号,Q2004-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnv-sppe,Q2004-PNV-SPPE,Q2004-PNV-SPPE,只显示型号,Q2004-PNV-SPPE,只显示型号,Q2004-PNV-SPPE,只显示型号,Q2004-PNV-SPPE,只显示型号,Q2004-PNV-SPPE,只显示型号,Q2004-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnx-lacn,Q2004-PNX-LACN,Q2004-PNX-LACN,只显示型号,Q2004-PNX-LACN,只显示型号,Q2004-PNX-LACN,只显示型号,Q2004-PNX-LACN,只显示型号,Q2004-PNX-LACN,只显示型号,Q2004-PNX-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnx-lppe,Q2004-PNX-LPPE,Q2004-PNX-LPPE,只显示型号,Q2004-PNX-LPPE,只显示型号,Q2004-PNX-LPPE,只显示型号,Q2004-PNX-LPPE,只显示型号,Q2004-PNX-LPPE,只显示型号,Q2004-PNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnx-sacn,Q2004-PNX-SACN,Q2004-PNX-SACN,只显示型号,Q2004-PNX-SACN,只显示型号,Q2004-PNX-SACN,只显示型号,Q2004-PNX-SACN,只显示型号,Q2004-PNX-SACN,只显示型号,Q2004-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-pnx-sppe,Q2004-PNX-SPPE,Q2004-PNX-SPPE,只显示型号,Q2004-PNX-SPPE,只显示型号,Q2004-PNX-SPPE,只显示型号,Q2004-PNX-SPPE,只显示型号,Q2004-PNX-SPPE,只显示型号,Q2004-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-smv-sacn,Q2004-SMV-SACN,Q2004-SMV-SACN,只显示型号,Q2004-SMV-SACN,只显示型号,Q2004-SMV-SACN,只显示型号,Q2004-SMV-SACN,只显示型号,Q2004-SMV-SACN,只显示型号,Q2004-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-smv-sppe,Q2004-SMV-SPPE,Q2004-SMV-SPPE,只显示型号,Q2004-SMV-SPPE,只显示型号,Q2004-SMV-SPPE,只显示型号,Q2004-SMV-SPPE,只显示型号,Q2004-SMV-SPPE,只显示型号,Q2004-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-smx-sacn,Q2004-SMX-SACN,Q2004-SMX-SACN,只显示型号,Q2004-SMX-SACN,只显示型号,Q2004-SMX-SACN,只显示型号,Q2004-SMX-SACN,只显示型号,Q2004-SMX-SACN,只显示型号,Q2004-SMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
