"productType","productCode","model","structureModel","partNumber","pdfFileName","status","matchMethod","websitePdfUrl","sourcePdfPath","message"
"倒刺接头","809298","BY-64F-PP-N","BY-64F","443-01-00052","443-01-00052-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00052-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00052-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809326","BY-24F-PA-W","BY-24F","443-01-00081","443-01-00081-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00081-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00081-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809334","BY-16F-PA-W","BY-16F","443-01-00089","443-01-00089-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00089-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00089-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809335","BY-32F-PA-W","BY-32F","443-01-00091","443-01-00091-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00091-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00091-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809336","BY-64F-PA-W","BY-64F","443-01-00092","443-01-00092-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00092-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00092-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809341","BY-48F-PP-N","BY-48F","443-01-00097","443-01-00097-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00097-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00097-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809343","BY-48F-PA-W","BY-48F","443-01-00099","443-01-00099-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00099-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00099-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809369","BY-40D-PA-W","BY-40D","443-01-00125","443-01-00125-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00125-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00125-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809380","BY-24D-16D-16D-PP-N","BY-24D-16D-16D","443-01-00136","443-01-00136-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00136-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00136-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809381","BY-24D-16D-16D-PA-W","BY-24D-16D-16D","443-01-00137","443-01-00137-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00137-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00137-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809430","BY-32D-PP-N","BY-32D","443-02-00007","443-02-00007-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00007-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00007-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809431","BY-32D-PA-W","BY-32D","443-02-00008","443-02-00008-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00008-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00008-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809432","BY-95X-PP-N","BY-95X","443-02-00009","443-02-00009-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00009-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00009-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809433","BY-95X-PA-W","BY-95X","443-02-00010","443-02-00010-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00010-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00010-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809434","BY-32D-16D-16D-PP-N","BY-32D-16D-16D","443-02-00011","443-02-00011-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00011-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00011-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809435","BY-32D-16D-16D-PA-W","BY-32D-16D-16D","443-02-00012","443-02-00012-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00012-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00012-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809436","BY-64D-32D-32D-PP-N","BY-64D-32D-32D","443-02-00013","443-02-00013-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00013-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00013-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809608","BY-24D-PP-N","BY-24D","443-02-00191","443-02-00191-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00191-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00191-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809609","BY-24D-PA-W","BY-24D","443-02-00192","443-02-00192-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00192-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00192-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809623","BY-16D-PP-N","BY-16D","443-02-00202","443-02-00202-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00202-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00202-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809624","BY-16D-PA-W","BY-16D","443-02-00203","443-02-00203-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00203-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00203-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809646","BY-127V-PP-N","BY-127V","443-02-00225","443-02-00225-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00225-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00225-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809345","BL-16F-PA-W","BL-16F","443-01-00101","443-01-00101-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00101-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00101-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809346","BL-24F-PA-W","BL-24F","443-01-00102","443-01-00102-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00102-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00102-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809348","BL-40F-PA-W","BL-40F","443-01-00104","443-01-00104-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00104-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00104-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809349","BL-64F-PA-W","BL-64F","443-01-00105","443-01-00105-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00105-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00105-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809350","BL-95D-PA-W","BL-95D","443-01-00106","443-01-00106-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00106-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00106-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809357","BL-16F-PP-N","BL-16F","443-01-00113","443-01-00113-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00113-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00113-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809358","BL-24F-PP-N","BL-24F","443-01-00114","443-01-00114-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00114-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00114-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809360","BL-40F-PP-N","BL-40F","443-01-00116","443-01-00116-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00116-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00116-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809361","BL-64F-PP-N","BL-64F","443-01-00117","443-01-00117-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00117-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00117-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809362","BL-95D-PP-N","BL-95D","443-01-00118","443-01-00118-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00118-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00118-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809632","BL-16D-PP-N","BL-16D","443-02-00211","443-02-00211-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00211-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00211-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809633","BL-16D-PA-W","BL-16D","443-02-00212","443-02-00212-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00212-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00212-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809634","BL-24D-PP-N","BL-24D","443-02-00213","443-02-00213-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00213-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00213-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809635","BL-24D-PA-W","BL-24D","443-02-00214","443-02-00214-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00214-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00214-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809636","BL-32D-PP-N","BL-32D","443-02-00215","443-02-00215-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00215-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00215-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809637","BL-32D-PA-W","BL-32D","443-02-00216","443-02-00216-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00216-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00216-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809638","BL-16D-24D-PP-N","BL-16D-24D","443-02-00217","443-02-00217-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00217-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00217-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809639","BL-16D-24D-PA-W","BL-16D-24D","443-02-00218","443-02-00218-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00218-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00218-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809640","BL-24D-32D-PP-N","BL-24D-32D","443-02-00219","443-02-00219-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00219-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00219-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809641","BL-24D-32D-PA-W","BL-24D-32D","443-02-00220","443-02-00220-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00220-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00220-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809642","BL-16D-32D-PP-N","BL-16D-32D","443-02-00221","443-02-00221-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00221-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00221-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809643","BL-16D-32D-PA-W","BL-16D-32D","443-02-00222","443-02-00222-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00222-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00222-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809645","BL-127V-PP-N","BL-127V","443-02-00224","443-02-00224-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00224-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00224-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809283","BBL-16D-PP-N","BBL-16D","443-02-00311","443-02-00311-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00311-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00311-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809284","BBL-24D-PP-N","BBL-24D","443-02-00312","443-02-00312-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00312-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00312-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809285","BBL-32D-PP-N","BBL-32D","443-02-00313","443-02-00313-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00313-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00313-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809407","BBL-24D-PA-W","BBL-24D","443-02-00353","443-02-00353-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00353-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00353-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809268","SA-U32-24F-PP-N","SA-U32-24F","443-01-00022","443-01-00022-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00022-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00022-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809269","SA-U32-32F-PP-N","SA-U32-32F","443-01-00023","443-01-00023-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00023-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00023-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809323","SA-U32-24F-PA-W","SA-U32-24F","443-01-00077","443-01-00077-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00077-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00077-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809339","SA-U32-16F-PA-W","SA-U32-16F","443-01-00095","443-01-00095-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00095-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00095-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809340","SA-U32-32F-PA-W","SA-U32-32F","443-01-00096","443-01-00096-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00096-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00096-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809382","SAL-U32-16D-PP-N","SAL-U32-16D","443-01-00138","443-01-00138-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00138-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00138-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809383","SAL-U32-16D-PA-W","SAL-U32-16D","443-01-00139","443-01-00139-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00139-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00139-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809384","SAL-U32-32D-PP-N","SAL-U32-32D","443-01-00140","443-01-00140-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00140-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00140-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809386","SAL-U28-16D-PP-N","SAL-U28-16D","443-01-00142","443-01-00142-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00142-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00142-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809387","SAL-U28-16D-PA-W","SAL-U28-16D","443-01-00143","443-01-00143-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00143-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00143-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809388","SAL-U28-32D-PP-N","SAL-U28-32D","443-01-00144","443-01-00144-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00144-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00144-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809389","SAL-U28-32D-PA-W","SAL-U28-32D","443-01-00145","443-01-00145-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-01-00145-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-01-00145-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809465","SA-U28-16D-PP-N","SA-U28-16D","443-02-00042","443-02-00042-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00042-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00042-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809466","SA-U28-24D-PP-N","SA-U28-24D","443-02-00043","443-02-00043-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00043-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00043-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809467","SA-U28-32D-PP-N","SA-U28-32D","443-02-00044","443-02-00044-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00044-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00044-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809468","SA-U28-40D-PP-N","SA-U28-40D","443-02-00045","443-02-00045-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00045-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00045-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809469","SA-U28-48D-PP-N","SA-U28-48D","443-02-00046","443-02-00046-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00046-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00046-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809470","SA-1/8NPT-24C-PP-N","SA-1-8NPT-24C","443-02-00047","443-02-00047-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00047-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00047-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809471","SA-1/8NPT-32C-PP-N","SA-1-8NPT-32C","443-02-00048","443-02-00048-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00048-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00048-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809472","SA-1/8NPT-40C-PP-N","SA-1-8NPT-40C","443-02-00049","443-02-00049-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00049-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00049-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809473","SA-1/8NPT-48C-PP-N","SA-1-8NPT-48C","443-02-00050","443-02-00050-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00050-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00050-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809474","SA-1/8NPT-64C-PP-N","SA-1-8NPT-64C","443-02-00051","443-02-00051-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00051-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00051-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809475","SAL-1/8NPT-64D-PP-N","SAL-1-8NPT-64D","443-02-00052","443-02-00052-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00052-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00052-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809476","SA-1/4NPT-32D-PP-N","SA-1-4NPT-32D","443-02-00053","443-02-00053-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00053-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00053-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809477","SA-1/4NPT-64D-PP-N","SA-1-4NPT-64D","443-02-00054","443-02-00054-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00054-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00054-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809478","SA-1/4NPT-95D-PP-N","SA-1-4NPT-95D","443-02-00055","443-02-00055-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00055-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00055-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809495","SA-U28-40D-PA-W","SA-U28-40D","443-02-00072","443-02-00072-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00072-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00072-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809500","SA-U28-32D-PA-W","SA-U28-32D","443-02-00077","443-02-00077-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00077-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00077-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809501","SA-U28-48D-PA-W","SA-U28-48D","443-02-00078","443-02-00078-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00078-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00078-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809502","SA-1/8NPT-24C-PA-W","SA-1-8NPT-24C","443-02-00079","443-02-00079-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00079-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00079-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809503","SA-1/8NPT-32C-PA-W","SA-1-8NPT-32C","443-02-00080","443-02-00080-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00080-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00080-C.pdf","PDF 已复制，详情图纸字段已写入"
"螺纹转倒刺接头","809504","SA-1/8NPT-40C-PA-W","SA-1-8NPT-40C","443-02-00081","443-02-00081-C.pdf","matched","productCode","/documents/products/fittings/thread-to-barbed-fittings/drawings/443-02-00081-C.pdf","H:\01-官网项目\02_产品中心\fit\Thread with barb\螺纹转倒刺2D图纸_PDF\443-02-00081-C.pdf","PDF 已复制，详情图纸字段已写入"
